,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
2022-08-07,1.0,1.0,1.0,1.0,1.55,1.0,386
2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,389
2022-08-02,0.0,1.0,2.0,0.0,0.0,0.0,389
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,389
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,389
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,389
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,389
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,389
2022-08-01,0.0,2.0,2.0,0.0,0.0,0.0,395
2022-08-02,0.0,0.0,0.0,1.0,0.0,0.0,395
2022-08-03,0.0,0.0,0.0,1.0,0.0,1.0,395
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,395
2022-08-05,0.0,1.0,0.0,0.0,0.0,0.0,395
2022-08-06,1.0,0.0,0.0,0.0,0.0,0.0,395
2022-08-07,0.0,2.0,1.0,0.0,0.0,0.0,395
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,397
2022-08-01,4.0,4.0,2.0,1.0,3.0,4.0,398
2022-08-02,1.0,2.0,6.0,1.0,1.0,1.0,398
2022-08-03,1.0,1.0,1.0,0.0,4.0,2.0,398
2022-08-04,1.0,1.0,1.0,0.55,2.45,1.0,398
2022-08-05,4.0,1.0,6.0,3.0,3.0,1.0,398
2022-08-06,0.0,2.0,2.0,1.0,4.0,3.0,398
2022-08-07,1.0,1.0,1.0,0.45,1.0,3.5500000000000003,398
2022-08-01,3.0,1.55,1.4500000000000002,2.0,2.0,1.4500000000000002,409
2022-08-02,1.0,0.45,0.0,1.0,1.4500000000000002,0.0,409
2022-08-03,1.0,0.0,0.0,1.0,0.0,0.0,409
2022-08-04,5.0,1.0,0.55,0.0,0.0,0.0,409
2022-08-05,0.0,3.5500000000000003,1.0,3.0,1.4500000000000002,1.0,409
2022-08-06,0.0,0.0,2.0,0.0,0.55,1.0,409
2022-08-07,3.0,0.0,0.0,1.55,0.0,1.0,409
2022-08-01,1.4500000000000002,1.4500000000000002,4.0,5.0,2.0,4.0,432
2022-08-02,2.0,2.0,2.0,2.0,2.0,2.0,432
2022-08-03,0.0,2.0,1.0,2.0,2.0,1.0,432
2022-08-04,5.0,1.4500000000000002,1.0,2.0,4.0,1.0,432
2022-08-05,1.0,1.55,3.0,2.0,2.5500000000000003,0.55,432
2022-08-06,1.0,0.0,2.0,1.0,1.55,1.0,432
2022-08-07,1.4500000000000002,4.0,1.0,2.45,1.55,0.0,432
2022-08-01,1.0,0.0,1.0,1.0,1.0,2.0,434
2022-08-02,2.0,2.5500000000000003,0.45,0.0,4.0,1.0,434
2022-08-03,2.0,1.0,2.0,1.0,4.0,1.0,434
2022-08-04,0.0,1.0,1.4500000000000002,0.45,1.0,1.0,434
2022-08-05,1.0,1.0,1.0,0.0,1.0,2.0,434
2022-08-06,1.0,1.0,0.45,1.0,3.0,0.45,434
2022-08-07,-0.45,1.4500000000000002,1.0,1.0,5.0,4.0,434
2022-08-01,,,,,,,437
2022-08-02,,,,,,,437
2022-08-03,,,,,,,437
2022-08-04,,,,,,,437
2022-08-05,,,,,,,437
2022-08-06,,,,,,,437
2022-08-07,,,,,,,437
2022-08-01,1.0,1.0,1.0,0.45,1.55,2.0,442
2022-08-02,1.0,1.0,1.4500000000000002,3.0,1.0,1.55,442
2022-08-03,1.0,1.0,1.4500000000000002,2.0,6.0,2.45,442
2022-08-04,1.0,1.0,1.0,2.0,2.0,2.0,442
2022-08-05,1.0,1.0,4.0,3.0,2.45,3.0,442
2022-08-06,1.0,1.0,5.0,3.0,1.0,1.55,442
2022-08-07,1.0,1.0,1.0,2.0,2.0,2.0,442
2022-08-01,0.0,0.0,0.45,1.0,0.0,0.0,444
2022-08-02,1.0,0.55,2.5500000000000003,1.0,1.0,1.0,444
2022-08-03,5.0,3.0,1.0,0.0,0.55,1.0,444
2022-08-04,1.0,3.0,0.0,1.0,0.0,0.0,444
2022-08-05,0.0,0.55,0.0,0.45,2.0,0.0,444
2022-08-06,5.0,2.0,1.0,1.0,1.55,1.0,444
2022-08-07,1.0,1.0,0.45,1.0,0.0,2.0,444
2022-08-01,1.0,1.0,1.0,1.0,1.0,2.0,445
2022-08-02,2.0,1.0,1.0,1.0,1.0,1.0,445
2022-08-03,0.0,1.0,0.0,1.0,0.0,0.0,445
2022-08-04,1.0,1.0,0.45,1.0,0.45,1.0,445
2022-08-05,2.0,1.0,1.0,1.0,0.0,0.0,445
2022-08-06,0.0,1.0,2.0,1.0,0.0,1.0,445
2022-08-07,1.0,0.0,0.0,1.0,0.0,0.0,445
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.45,446
2022-08-02,1.0,1.4500000000000002,1.55,1.0,1.0,1.0,446
2022-08-03,0.0,0.0,0.0,1.0,0.45,0.45,446
2022-08-04,0.0,1.0,0.0,0.0,0.0,0.0,446
2022-08-05,1.0,1.0,0.0,1.0,0.0,1.0,446
2022-08-06,0.0,-0.45,1.0,0.45,1.0,0.0,446
2022-08-07,0.0,2.0,0.0,0.0,0.45,1.0,446
2022-08-01,,,,,,,447
2022-08-02,,,,,,,447
2022-08-03,,,,,,,447
2022-08-04,,,,,,,447
2022-08-05,,,,,,,447
2022-08-06,,,,,,,447
2022-08-07,,,,,,,447
2022-08-01,0.0,3.0,1.0,1.0,2.5500000000000003,0.45,448
2022-08-02,0.0,0.55,1.0,0.0,1.0,0.0,448
2022-08-03,0.0,2.0,1.0,1.0,1.0,1.0,448
2022-08-04,0.0,1.0,1.0,4.0,2.0,0.45,448
2022-08-05,0.0,3.0,3.0,0.0,2.0,1.0,448
2022-08-06,0.0,0.0,1.0,2.0,1.4500000000000002,0.45,448
2022-08-07,0.0,0.0,1.0,3.45,0.45,2.0,448
2022-08-01,3.0,0.0,1.0,0.0,0.0,0.0,450
2022-08-02,3.0,0.0,0.0,0.0,0.0,0.0,450
2022-08-03,0.0,0.0,1.0,0.0,2.0,0.0,450
2022-08-04,0.0,1.0,0.0,1.0,0.0,0.55,450
2022-08-05,0.0,3.0,0.0,3.0,0.0,0.0,450
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,450
2022-08-07,0.0,0.0,0.0,0.0,1.0,0.0,450
2022-08-01,0.0,0.0,0.0,0.0,0.0,1.0,452
2022-08-02,-0.55,0.55,0.45,1.0,0.0,0.55,452
2022-08-03,1.0,0.0,3.0,0.55,1.0,1.0,452
2022-08-04,1.0,0.0,1.0,2.0,0.0,1.0,452
2022-08-05,0.0,0.45,0.0,0.55,0.0,0.0,452
2022-08-06,1.0,0.0,0.0,0.0,0.0,4.0,452
2022-08-07,0.0,0.0,0.0,1.0,2.45,0.0,452
2022-08-01,0.45,0.45,0.45,0.0,0.55,5.0,459
2022-08-02,1.0,3.0,3.0,2.0,2.0,2.0,459
2022-08-03,1.0,0.0,1.0,2.0,1.0,1.0,459
2022-08-04,2.0,1.0,1.0,1.55,5.0,3.0,459
2022-08-05,1.0,1.0,0.0,0.55,2.0,1.0,459
2022-08-06,2.0,-0.45,2.0,0.0,2.0,1.0,459
2022-08-07,0.0,1.4500000000000002,1.0,4.0,2.0,1.0,459
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,460
2022-08-01,0.0,0.0,0.0,0.0,0.0,2.0,483
2022-08-02,0.0,0.0,0.0,0.0,1.0,0.0,483
2022-08-03,0.0,0.0,1.0,0.0,2.0,1.0,483
2022-08-04,0.0,1.0,1.0,0.0,1.0,0.0,483
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,483
2022-08-06,0.0,0.0,1.0,0.0,1.0,0.0,483
2022-08-07,0.0,1.0,0.0,0.0,2.0,0.0,483
2022-08-01,0.0,0.0,0.45,0.0,0.0,0.0,503
2022-08-02,1.0,1.55,2.0,2.0,1.0,0.45,503
2022-08-03,7.0,1.0,3.0,0.0,4.0,0.45,503
2022-08-04,1.0,0.45,0.0,1.55,2.0,0.55,503
2022-08-05,0.0,1.55,1.0,1.0,8.0,0.45,503
2022-08-06,1.0,0.0,0.0,0.0,3.0,1.0,503
2022-08-07,5.0,0.45,0.0,7.0,0.55,1.0,503
2022-08-01,1.0,1.0,3.0,2.5500000000000003,1.0,1.0,506
2022-08-02,3.0,3.0,0.0,0.0,3.0,1.0,506
2022-08-03,-0.55,2.5500000000000003,1.4500000000000002,0.55,1.0,6.0,506
2022-08-04,2.0,1.4500000000000002,1.0,1.0,0.0,1.55,506
2022-08-05,1.0,2.0,1.0,2.0,0.55,1.0,506
2022-08-06,3.0,2.0,2.0,0.0,0.0,1.55,506
2022-08-07,-0.55,0.0,2.5500000000000003,3.0,0.0,1.0,506
2022-08-01,1.0,2.0,0.0,1.0,0.0,0.0,507
2022-08-02,0.0,1.0,1.0,4.0,0.45,1.0,507
2022-08-03,1.4500000000000002,0.0,0.0,0.0,2.0,2.0,507
2022-08-04,2.0,1.0,0.0,0.0,1.4500000000000002,1.0,507
2022-08-05,1.0,0.0,1.0,0.55,1.0,1.0,507
2022-08-06,2.0,0.0,0.0,0.45,0.0,2.0,507
2022-08-07,1.0,2.0,1.0,1.0,0.0,1.0,507
2022-08-01,4.45,2.0,4.0,1.0,1.0,0.0,530
2022-08-02,1.0,3.0,3.0,1.4500000000000002,2.5500000000000003,1.4500000000000002,530
2022-08-03,2.0,5.0,1.0,3.0,4.0,1.0,530
2022-08-04,0.0,4.0,1.0,3.0,3.0,1.4500000000000002,530
2022-08-05,0.0,2.0,1.0,1.0,2.45,9.0,530
2022-08-06,0.0,1.4500000000000002,3.0,3.0,1.4500000000000002,2.5500000000000003,530
2022-08-07,3.0,1.4500000000000002,6.0,2.0,3.0,4.0,530
2022-08-01,2.45,2.45,8.0,8.0,3.0,1.0,532
2022-08-02,2.0,2.0,0.45,1.0,3.0,1.4500000000000002,532
2022-08-03,2.0,8.0,0.55,0.55,0.55,1.0,532
2022-08-04,2.0,1.0,2.0,2.0,1.55,1.0,532
2022-08-05,8.0,2.0,8.0,7.0,2.0,3.0,532
2022-08-06,1.0,1.55,1.0,0.45,2.0,3.0,532
2022-08-07,2.0,8.0,0.55,0.55,2.0,2.5500000000000003,532
2022-08-01,0.45,0.45,3.0,3.5500000000000003,0.0,0.0,537
2022-08-02,1.4500000000000002,2.0,0.45,1.0,1.0,0.0,537
2022-08-03,2.0,2.0,1.55,6.0,2.0,2.0,537
2022-08-04,0.0,0.0,0.0,2.0,6.0,1.55,537
2022-08-05,2.0,1.55,4.0,0.0,2.0,1.0,537
2022-08-06,2.0,1.0,3.5500000000000003,6.0,3.0,2.0,537
2022-08-07,5.0,0.0,0.45,2.0,1.0,1.0,537
2022-08-01,1.55,0.0,1.0,1.0,0.55,1.0,543
2022-08-02,1.0,0.0,2.0,2.0,1.0,0.55,543
2022-08-03,0.0,1.0,4.0,0.0,1.0,0.0,543
2022-08-04,0.0,2.0,4.0,0.55,0.0,1.4500000000000002,543
2022-08-05,2.0,4.0,1.0,1.0,1.4500000000000002,1.0,543
2022-08-06,0.0,1.0,0.55,1.0,2.45,1.0,543
2022-08-07,1.0,1.0,1.0,2.45,0.0,1.0,543
2022-08-01,2.0,0.45,0.45,3.0,2.45,0.45,572
2022-08-02,1.0,1.0,1.55,0.0,1.0,3.0,572
2022-08-03,0.45,1.0,0.0,1.0,3.0,1.0,572
2022-08-04,0.55,3.0,0.0,0.0,0.0,2.0,572
2022-08-05,1.0,0.45,1.0,2.0,2.0,1.4500000000000002,572
2022-08-06,4.0,1.0,2.0,0.0,2.45,2.0,572
2022-08-07,0.45,2.0,3.0,1.0,1.0,5.0,572
2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,575
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,575
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,575
2022-08-04,0.0,0.0,0.0,0.0,0.0,1.0,575
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.55,575
2022-08-06,0.0,0.0,0.0,0.0,0.0,1.0,575
2022-08-07,1.0,0.0,0.0,0.0,2.0,1.4500000000000002,575
