,SALES_DATE,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
14,2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,471
15,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,471
16,2022-08-03,0.0,2.0,0.0,0.0,0.0,0.0,471
17,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,471
18,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,471
19,2022-08-06,0.0,1.0,0.0,0.0,0.0,0.0,471
20,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,471
21,2022-08-01,,,,,,,472
22,2022-08-02,,,,,,,472
23,2022-08-03,,,,,,,472
24,2022-08-04,,,,,,,472
25,2022-08-05,,,,,,,472
26,2022-08-06,,,,,,,472
27,2022-08-07,,,,,,,472
28,2022-08-01,,,,,,,475
29,2022-08-02,,,,,,,475
30,2022-08-03,,,,,,,475
31,2022-08-04,,,,,,,475
32,2022-08-05,,,,,,,475
33,2022-08-06,,,,,,,475
34,2022-08-07,,,,,,,475
35,2022-08-01,3.45,3.45,4.0,6.550000000000001,5.0,4.0,476
36,2022-08-02,1.0,9.0,5.0,4.55,6.0,2.5500000000000003,476
37,2022-08-03,5.0,0.0,3.5500000000000003,5.0,8.55,5.0,476
38,2022-08-04,4.0,3.0,4.0,5.0,4.55,5.45,476
39,2022-08-05,2.45,6.45,4.55,7.0,5.0,3.5500000000000003,476
40,2022-08-06,3.45,9.0,6.0,6.0,3.45,3.0,476
41,2022-08-07,5.0,1.0,4.0,9.0,6.0,3.0,476
42,2022-08-01,,,,,,,479
43,2022-08-02,,,,,,,479
44,2022-08-03,,,,,,,479
45,2022-08-04,,,,,,,479
46,2022-08-05,,,,,,,479
47,2022-08-06,,,,,,,479
48,2022-08-07,,,,,,,479
49,2022-08-01,,,,,,,480
50,2022-08-02,,,,,,,480
51,2022-08-03,,,,,,,480
52,2022-08-04,,,,,,,480
53,2022-08-05,,,,,,,480
54,2022-08-06,,,,,,,480
55,2022-08-07,,,,,,,480
56,2022-08-01,2.0,1.0,1.0,8.0,8.0,7.0,481
57,2022-08-02,1.0,4.0,2.0,5.45,5.0,7.0,481
58,2022-08-03,0.0,8.0,8.0,4.0,8.55,9.0,481
59,2022-08-04,3.0,3.0,2.0,4.0,7.550000000000001,5.0,481
60,2022-08-05,1.0,2.0,5.0,1.4500000000000002,7.0,5.550000000000001,481
61,2022-08-06,1.0,3.0,12.0,3.0,2.0,5.0,481
62,2022-08-07,0.0,1.0,9.0,8.0,5.0,7.0,481
63,2022-08-01,4.0,4.0,6.0,7.0,6.45,13.0,482
64,2022-08-02,3.0,6.0,1.0,4.0,3.0,5.0,482
65,2022-08-03,0.0,4.0,5.0,7.0,3.0,4.0,482
66,2022-08-04,5.0,4.0,1.0,4.0,1.0,4.0,482
67,2022-08-05,4.0,0.0,4.45,6.0,14.0,7.0,482
68,2022-08-06,4.0,5.0,0.0,4.0,4.0,2.0,482
69,2022-08-07,3.0,9.45,4.0,6.45,3.0,2.45,482
70,2022-08-01,1.0,5.0,5.0,5.0,5.0,0.0,484
71,2022-08-02,0.0,0.45,0.45,2.0,1.0,0.45,484
72,2022-08-03,0.0,2.45,3.0,1.0,6.0,2.0,484
73,2022-08-04,3.0,4.0,0.45,1.0,1.0,1.0,484
74,2022-08-05,5.0,0.0,2.0,2.0,2.0,0.45,484
75,2022-08-06,2.0,3.0,1.0,2.0,5.0,1.0,484
76,2022-08-07,3.5500000000000003,2.0,1.0,1.4500000000000002,2.0,2.0,484
77,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,485
78,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,485
79,2022-08-03,0.0,0.0,0.0,0.0,1.0,0.0,485
80,2022-08-04,0.0,1.0,0.0,0.0,0.0,0.0,485
81,2022-08-05,0.0,1.0,0.0,0.0,0.0,0.0,485
82,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,485
83,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,485
84,2022-08-01,2.0,2.0,2.0,3.45,2.0,2.5500000000000003,486
85,2022-08-02,2.0,7.0,1.0,9.0,5.0,1.4500000000000002,486
86,2022-08-03,2.0,4.0,3.0,5.45,5.0,5.550000000000001,486
87,2022-08-04,2.0,1.0,8.0,3.0,2.0,3.45,486
88,2022-08-05,1.0,3.45,5.0,2.5500000000000003,3.0,5.0,486
89,2022-08-06,2.0,3.45,4.45,3.0,3.0,3.0,486
90,2022-08-07,2.0,2.0,7.0,2.0,8.0,2.45,486
91,2022-08-01,2.0,2.0,2.5500000000000003,2.0,2.0,2.0,487
92,2022-08-02,4.55,3.0,3.0,2.5500000000000003,4.0,3.0,487
93,2022-08-03,4.0,2.5500000000000003,0.0,5.0,1.55,4.0,487
94,2022-08-04,2.0,2.0,2.5500000000000003,3.45,3.45,3.0,487
95,2022-08-05,6.0,3.45,0.0,3.0,2.0,3.0,487
96,2022-08-06,4.0,2.0,2.5500000000000003,2.0,2.0,1.0,487
97,2022-08-07,0.0,1.0,2.0,4.0,2.0,6.45,487
98,2022-08-01,0.0,1.0,1.0,1.0,1.0,4.0,491
99,2022-08-02,2.0,5.0,1.0,1.0,1.0,2.0,491
100,2022-08-03,0.0,0.55,1.0,3.0,1.0,1.0,491
101,2022-08-04,0.0,0.55,1.0,0.45,1.0,1.0,491
102,2022-08-05,1.0,1.0,3.0,3.45,1.0,0.45,491
103,2022-08-06,1.0,5.0,0.0,0.45,1.0,1.0,491
104,2022-08-07,2.0,1.0,1.0,4.0,4.0,0.45,491
105,2022-08-01,,5.0,1.0,1.0,6.0,7.0,493
106,2022-08-02,,3.0,3.0,2.0,2.0,3.0,493
107,2022-08-03,,6.0,1.0,1.4500000000000002,1.55,4.45,493
108,2022-08-04,,3.0,3.0,4.0,3.0,2.0,493
109,2022-08-05,,7.0,3.0,4.0,4.0,5.550000000000001,493
110,2022-08-06,,1.0,3.0,2.0,1.0,1.0,493
111,2022-08-07,,1.55,3.0,1.0,3.0,3.0,493
112,2022-08-01,,,,,,,494
113,2022-08-02,,,,,,,494
114,2022-08-03,,,,,,,494
115,2022-08-04,,,,,,,494
116,2022-08-05,,,,,,,494
117,2022-08-06,,,,,,,494
118,2022-08-07,,,,,,,494
119,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,495
120,2022-08-02,0.0,0.0,1.0,1.0,0.0,1.0,495
121,2022-08-03,0.0,1.0,0.0,0.0,0.0,0.45,495
122,2022-08-04,0.0,0.0,0.0,0.0,1.0,0.0,495
123,2022-08-05,0.0,0.0,1.0,1.0,0.0,1.0,495
124,2022-08-06,0.0,0.0,0.0,0.0,0.0,1.0,495
125,2022-08-07,0.0,1.0,1.0,0.0,1.0,0.0,495
126,2022-08-01,,2.0,2.0,1.0,0.0,1.4500000000000002,497
127,2022-08-02,,1.0,2.0,2.0,0.0,1.55,497
128,2022-08-03,,0.0,1.4500000000000002,1.4500000000000002,2.0,2.0,497
129,2022-08-04,,3.0,5.0,1.0,1.0,1.55,497
130,2022-08-05,,2.45,0.55,2.0,1.0,4.0,497
131,2022-08-06,,0.0,2.0,1.0,1.0,2.45,497
132,2022-08-07,,3.0,1.55,1.0,4.0,1.55,497
133,2022-08-01,,5.0,2.0,2.0,2.0,1.55,499
134,2022-08-02,,2.0,1.55,2.0,2.5500000000000003,1.55,499
135,2022-08-03,,2.0,2.0,2.0,1.0,2.5500000000000003,499
136,2022-08-04,,2.0,1.0,1.55,2.0,1.0,499
137,2022-08-05,,0.0,2.0,2.0,7.0,4.0,499
138,2022-08-06,,4.0,1.55,2.0,0.55,2.0,499
139,2022-08-07,,8.0,2.5500000000000003,2.0,0.55,2.0,499
140,2022-08-01,2.0,3.0,3.0,4.0,4.0,5.0,500
141,2022-08-02,5.0,3.0,5.45,12.0,8.45,4.0,500
142,2022-08-03,5.0,7.0,4.0,5.0,4.0,4.0,500
143,2022-08-04,8.0,8.0,2.0,5.0,3.0,3.0,500
144,2022-08-05,4.0,3.0,4.0,6.45,2.0,6.45,500
145,2022-08-06,4.0,5.550000000000001,2.0,5.45,5.0,5.550000000000001,500
146,2022-08-07,4.0,6.0,4.0,6.0,6.0,6.550000000000001,500
147,2022-08-01,,,,,,,502
148,2022-08-02,,,,,,,502
149,2022-08-03,,,,,,,502
150,2022-08-04,,,,,,,502
151,2022-08-05,,,,,,,502
152,2022-08-06,,,,,,,502
153,2022-08-07,,,,,,,502
154,2022-08-01,1.55,1.55,1.0,2.0,2.0,5.0,508
155,2022-08-02,1.55,2.0,1.55,1.0,2.0,1.0,508
156,2022-08-03,1.55,1.4500000000000002,0.0,2.0,3.0,1.55,508
157,2022-08-04,1.55,1.4500000000000002,2.0,2.45,5.0,4.0,508
158,2022-08-05,1.55,5.0,3.5500000000000003,4.0,2.5500000000000003,2.5500000000000003,508
159,2022-08-06,1.55,1.0,4.0,0.0,2.0,2.0,508
160,2022-08-07,1.55,0.45,3.45,1.0,4.55,2.0,508
161,2022-08-01,2.0,0.0,0.0,0.0,0.0,0.0,512
162,2022-08-02,0.0,2.0,0.0,0.0,3.5500000000000003,1.0,512
163,2022-08-03,0.45,0.0,0.45,0.0,0.0,1.0,512
164,2022-08-04,0.0,0.45,0.0,2.0,0.55,0.0,512
165,2022-08-05,0.0,2.0,3.0,0.0,-0.55,2.0,512
166,2022-08-06,0.0,2.0,2.0,1.0,3.0,0.55,512
167,2022-08-07,0.0,0.55,0.0,0.0,0.0,0.0,512
168,2022-08-01,0.45,0.45,1.0,1.0,1.0,0.45,513
169,2022-08-02,-0.45,0.55,1.0,1.0,0.0,1.0,513
170,2022-08-03,0.0,0.55,0.0,1.0,2.0,1.0,513
171,2022-08-04,0.45,1.4500000000000002,2.0,0.0,3.0,1.0,513
172,2022-08-05,0.0,0.0,2.0,0.45,2.45,0.55,513
173,2022-08-06,2.0,0.45,4.0,0.55,0.45,1.0,513
174,2022-08-07,-1.0,1.0,0.45,0.0,3.0,0.0,513
175,2022-08-01,1.0,0.0,0.0,0.0,0.0,1.0,514
176,2022-08-02,2.0,0.0,1.0,2.0,1.0,1.0,514
177,2022-08-03,0.0,1.0,0.0,1.0,1.55,1.0,514
178,2022-08-04,1.0,0.0,0.0,1.0,2.0,1.0,514
179,2022-08-05,0.0,0.0,3.0,0.0,1.0,1.55,514
180,2022-08-06,0.0,0.0,1.0,1.0,1.0,1.0,514
181,2022-08-07,0.0,0.0,1.0,0.0,1.0,1.0,514
182,2022-08-01,,,,,,,515
183,2022-08-02,,,,,,,515
184,2022-08-03,,,,,,,515
185,2022-08-04,,,,,,,515
186,2022-08-05,,,,,,,515
187,2022-08-06,,,,,,,515
188,2022-08-07,,,,,,,515
189,2022-08-01,1.0,0.0,0.0,0.0,0.0,0.0,516
190,2022-08-02,3.0,0.0,0.0,0.0,0.0,0.0,516
191,2022-08-03,2.0,0.55,0.0,0.0,0.0,0.0,516
192,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,516
193,2022-08-05,0.0,0.55,0.0,0.0,0.0,0.0,516
194,2022-08-06,1.0,1.0,1.0,0.0,0.0,0.0,516
195,2022-08-07,0.0,1.0,2.0,0.0,0.0,0.0,516
196,2022-08-01,0.45,0.45,1.0,0.0,3.0,0.55,517
197,2022-08-02,0.0,1.0,0.0,0.45,0.0,0.0,517
198,2022-08-03,1.0,0.0,2.0,1.0,0.0,1.0,517
199,2022-08-04,3.45,4.0,0.0,2.5500000000000003,1.0,1.4500000000000002,517
200,2022-08-05,2.0,2.0,0.0,2.45,0.0,2.0,517
201,2022-08-06,0.0,0.0,3.0,0.0,1.4500000000000002,0.0,517
202,2022-08-07,2.0,1.0,0.0,3.0,0.55,1.0,517
203,2022-08-01,0.0,0.0,5.0,5.0,5.0,0.0,519
204,2022-08-02,0.55,0.0,1.0,1.0,1.0,0.0,519
205,2022-08-03,0.0,0.0,1.0,1.0,1.0,0.0,519
206,2022-08-04,0.0,0.0,0.0,1.0,0.0,0.0,519
207,2022-08-05,1.0,0.0,2.0,0.0,1.0,0.0,519
208,2022-08-06,0.0,0.0,0.0,0.0,5.0,0.0,519
209,2022-08-07,0.0,0.0,0.0,0.0,1.0,0.0,519
210,2022-08-01,0.0,0.0,0.0,1.0,0.0,2.0,524
211,2022-08-02,0.0,0.0,0.0,0.0,1.0,0.0,524
212,2022-08-03,0.0,0.0,0.0,1.0,0.0,1.0,524
213,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,524
214,2022-08-05,0.0,0.0,1.0,0.0,0.0,0.0,524
215,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,524
216,2022-08-07,1.0,0.0,0.0,0.0,0.0,0.0,524
217,2022-08-01,1.55,0.55,2.5500000000000003,1.0,1.55,1.55,525
218,2022-08-02,1.0,1.0,1.55,4.0,1.0,2.0,525
219,2022-08-03,3.0,1.0,3.0,3.5500000000000003,2.0,2.5500000000000003,525
220,2022-08-04,1.0,1.0,1.0,1.0,1.0,2.0,525
221,2022-08-05,2.0,3.0,2.0,3.0,0.55,1.0,525
222,2022-08-06,0.55,0.0,-1.0,1.55,1.0,0.0,525
223,2022-08-07,1.0,2.5500000000000003,1.0,1.0,3.0,4.0,525
224,2022-08-01,6.550000000000001,7.0,3.0,6.550000000000001,4.0,1.0,526
225,2022-08-02,3.0,5.0,2.0,3.0,1.0,6.550000000000001,526
226,2022-08-03,3.0,3.0,3.0,1.55,1.0,3.0,526
227,2022-08-04,3.0,3.0,2.0,1.0,1.0,2.0,526
228,2022-08-05,1.0,2.0,6.550000000000001,5.550000000000001,4.45,3.0,526
229,2022-08-06,7.0,2.45,2.0,3.0,1.4500000000000002,3.0,526
230,2022-08-07,4.0,1.0,5.0,3.0,1.0,2.0,526
231,2022-08-01,,,,,,,527
232,2022-08-02,,,,,,,527
233,2022-08-03,,,,,,,527
234,2022-08-04,,,,,,,527
235,2022-08-05,,,,,,,527
236,2022-08-06,,,,,,,527
237,2022-08-07,,,,,,,527
238,2022-08-01,1.0,1.0,4.0,2.0,3.0,1.4500000000000002,531
239,2022-08-02,0.55,2.5500000000000003,3.0,1.0,2.0,1.0,531
240,2022-08-03,2.0,1.4500000000000002,2.0,0.45,1.55,2.0,531
241,2022-08-04,0.0,1.0,1.0,2.0,1.0,0.0,531
242,2022-08-05,1.0,0.45,1.0,1.55,3.0,0.45,531
243,2022-08-06,1.0,4.0,0.0,5.0,1.0,1.0,531
244,2022-08-07,0.55,2.0,2.0,1.55,1.4500000000000002,2.0,531
245,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,533
246,2022-08-02,0.0,0.0,0.0,0.0,1.0,0.0,533
247,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,533
248,2022-08-04,0.0,0.0,0.0,0.0,3.0,1.0,533
249,2022-08-05,0.0,0.0,0.0,0.0,0.55,1.0,533
250,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,533
251,2022-08-07,0.0,0.0,0.0,0.0,0.0,1.0,533
252,2022-08-01,,,,,,,534
253,2022-08-02,,,,,,,534
254,2022-08-03,,,,,,,534
255,2022-08-04,,,,,,,534
256,2022-08-05,,,,,,,534
257,2022-08-06,,,,,,,534
258,2022-08-07,,,,,,,534
259,2022-08-01,,,,,,,535
260,2022-08-02,,,,,,,535
261,2022-08-03,,,,,,,535
262,2022-08-04,,,,,,,535
263,2022-08-05,,,,,,,535
264,2022-08-06,,,,,,,535
265,2022-08-07,,,,,,,535
266,2022-08-01,0.0,0.0,0.0,0.0,1.0,0.0,536
267,2022-08-02,1.0,1.4500000000000002,1.0,2.0,2.0,0.0,536
268,2022-08-03,0.0,2.0,1.0,0.55,2.0,1.0,536
269,2022-08-04,0.0,1.0,1.0,0.45,2.0,0.0,536
270,2022-08-05,1.0,0.0,0.0,1.0,1.0,0.0,536
271,2022-08-06,0.0,1.4500000000000002,1.0,2.45,0.45,0.0,536
272,2022-08-07,1.0,1.0,0.0,0.55,1.0,0.0,536
273,2022-08-01,3.0,3.0,8.45,7.450000000000001,3.5500000000000003,2.5500000000000003,538
274,2022-08-02,4.0,4.45,2.5500000000000003,2.5500000000000003,9.0,4.55,538
275,2022-08-03,3.0,3.0,1.0,3.0,3.5500000000000003,2.0,538
276,2022-08-04,4.0,3.0,6.0,4.0,2.0,4.55,538
277,2022-08-05,1.0,4.0,8.45,7.0,7.0,6.0,538
278,2022-08-06,4.0,0.55,2.5500000000000003,3.0,9.0,5.0,538
279,2022-08-07,8.45,5.0,1.0,2.5500000000000003,3.0,9.0,538
280,2022-08-01,,3.0,,,,,540
281,2022-08-02,,6.0,,,,,540
282,2022-08-03,,3.0,,,,,540
283,2022-08-04,,6.0,,,,,540
284,2022-08-05,,3.0,,,,,540
285,2022-08-06,,-2.0,,,,,540
286,2022-08-07,,1.4500000000000002,,,,,540
287,2022-08-01,,7.550000000000001,6.0,6.0,5.0,6.0,541
288,2022-08-02,,5.0,6.0,5.0,3.0,8.0,541
289,2022-08-03,,4.0,7.0,3.0,2.0,8.0,541
290,2022-08-04,,5.0,2.0,5.45,4.0,3.45,541
291,2022-08-05,,6.0,6.0,5.0,4.0,5.550000000000001,541
292,2022-08-06,,0.0,8.0,6.550000000000001,4.0,6.45,541
293,2022-08-07,,6.0,5.0,5.0,4.0,6.0,541
294,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,542
295,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,542
296,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,542
297,2022-08-04,1.0,0.0,0.0,0.0,0.0,0.0,542
298,2022-08-05,0.0,1.0,0.0,0.0,0.0,0.0,542
299,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,542
300,2022-08-07,0.0,0.0,0.0,0.0,1.0,0.0,542
301,2022-08-01,3.45,0.0,0.0,3.0,3.5500000000000003,2.0,545
302,2022-08-02,3.0,4.0,3.5500000000000003,10.0,4.0,0.45,545
303,2022-08-03,4.45,3.0,1.0,2.0,5.45,4.55,545
304,2022-08-04,3.0,3.0,3.0,1.0,4.0,4.0,545
305,2022-08-05,3.45,3.0,1.0,6.0,5.550000000000001,2.0,545
306,2022-08-06,3.45,4.0,6.0,2.5500000000000003,3.0,4.55,545
307,2022-08-07,3.45,0.0,1.0,1.0,5.0,2.0,545
308,2022-08-01,2.0,2.0,2.0,10.0,1.0,1.0,547
309,2022-08-02,6.0,2.45,1.0,1.55,7.0,2.0,547
310,2022-08-03,3.0,3.0,2.0,0.0,2.0,1.0,547
311,2022-08-04,2.0,1.4500000000000002,2.0,3.0,2.0,1.4500000000000002,547
312,2022-08-05,2.0,6.0,2.0,4.0,3.0,2.45,547
313,2022-08-06,2.45,3.0,1.55,1.0,1.0,2.0,547
314,2022-08-07,2.0,3.0,2.0,1.0,1.0,3.0,547
315,2022-08-01,,7.0,7.0,,,,548
316,2022-08-02,,6.0,1.0,,,,548
317,2022-08-03,,7.0,3.0,,,,548
318,2022-08-04,,5.0,2.0,,,,548
319,2022-08-05,,6.0,4.0,,,,548
320,2022-08-06,,7.0,68.0,,,,548
321,2022-08-07,,5.0,13.0,,,,548
322,2022-08-01,1.0,1.55,0.0,0.0,0.0,0.0,549
323,2022-08-02,3.0,1.0,1.55,3.0,1.0,4.0,549
324,2022-08-03,3.0,1.0,2.0,1.4500000000000002,3.45,0.0,549
325,2022-08-04,1.0,1.0,0.0,1.4500000000000002,2.0,2.0,549
326,2022-08-05,1.55,6.0,2.0,0.0,1.0,10.0,549
327,2022-08-06,0.0,4.0,1.0,0.0,1.0,1.0,549
328,2022-08-07,1.55,0.0,0.0,1.4500000000000002,0.0,1.0,549
329,2022-08-01,0.45,0.45,1.0,4.0,3.0,1.0,551
330,2022-08-02,-1.0,1.0,0.0,1.0,1.55,1.0,551
331,2022-08-03,0.0,1.55,1.0,1.0,1.0,1.0,551
332,2022-08-04,1.0,1.0,1.0,0.45,0.0,0.0,551
333,2022-08-05,2.0,2.0,2.0,3.0,1.0,1.4500000000000002,551
334,2022-08-06,2.0,0.0,4.0,1.0,0.55,1.0,551
335,2022-08-07,0.45,1.0,2.0,2.0,1.0,3.45,551
336,2022-08-01,,,,,,,552
337,2022-08-02,,,,,,,552
338,2022-08-03,,,,,,,552
339,2022-08-04,,,,,,,552
340,2022-08-05,,,,,,,552
341,2022-08-06,,,,,,,552
342,2022-08-07,,,,,,,552
343,2022-08-01,,,,,,,555
344,2022-08-02,,,,,,,555
345,2022-08-03,,,,,,,555
346,2022-08-04,,,,,,,555
347,2022-08-05,,,,,,,555
348,2022-08-06,,,,,,,555
349,2022-08-07,,,,,,,555
350,2022-08-01,2.0,2.0,0.0,1.0,1.0,1.0,556
351,2022-08-02,2.0,1.0,3.45,0.0,4.0,2.0,556
352,2022-08-03,1.0,0.0,1.0,1.0,2.0,4.45,556
353,2022-08-04,0.0,0.0,0.0,6.0,2.45,1.55,556
354,2022-08-05,4.0,1.0,3.0,2.0,1.0,3.0,556
355,2022-08-06,2.0,2.0,1.0,1.0,2.0,4.0,556
356,2022-08-07,3.0,1.4500000000000002,0.45,1.4500000000000002,2.0,2.5500000000000003,556
357,2022-08-01,,,,,,,557
358,2022-08-02,,,,,,,557
359,2022-08-03,,,,,,,557
360,2022-08-04,,,,,,,557
361,2022-08-05,,,,,,,557
362,2022-08-06,,,,,,,557
363,2022-08-07,,,,,,,557
364,2022-08-01,0.0,2.0,2.0,5.0,5.0,0.55,558
365,2022-08-02,2.0,2.0,1.0,1.0,3.0,4.0,558
366,2022-08-03,0.0,2.0,0.0,1.0,3.0,4.0,558
367,2022-08-04,2.0,0.0,1.0,0.0,1.4500000000000002,11.0,558
368,2022-08-05,1.4500000000000002,1.55,2.5500000000000003,1.4500000000000002,2.0,3.45,558
369,2022-08-06,1.0,2.0,3.0,2.45,1.0,7.0,558
370,2022-08-07,0.0,2.0,1.0,5.0,1.0,2.45,558
371,2022-08-01,2.0,2.0,2.0,3.0,2.0,1.4500000000000002,559
372,2022-08-02,2.0,1.4500000000000002,1.4500000000000002,2.0,2.45,2.45,559
373,2022-08-03,2.0,4.0,1.0,1.0,1.55,1.0,559
374,2022-08-04,2.0,1.4500000000000002,2.5500000000000003,6.550000000000001,2.0,9.0,559
375,2022-08-05,2.0,8.0,2.5500000000000003,2.0,4.0,7.0,559
376,2022-08-06,2.0,1.0,2.0,4.0,2.5500000000000003,5.0,559
377,2022-08-07,2.0,4.0,8.0,1.0,1.4500000000000002,9.0,559
378,2022-08-01,1.0,1.0,0.45,1.0,1.0,2.0,560
379,2022-08-02,1.0,2.45,1.4500000000000002,1.0,1.0,0.45,560
380,2022-08-03,1.0,1.0,0.0,0.55,1.0,1.0,560
381,2022-08-04,1.0,1.0,1.0,1.0,2.0,2.0,560
382,2022-08-05,1.0,0.0,1.4500000000000002,2.0,1.0,1.0,560
383,2022-08-06,1.0,1.0,1.0,2.0,1.0,3.0,560
384,2022-08-07,1.0,0.45,1.0,1.0,0.55,1.0,560
385,2022-08-01,1.0,1.4500000000000002,1.0,0.0,1.0,1.0,563
386,2022-08-02,3.0,0.0,0.0,1.0,0.0,0.0,563
387,2022-08-03,1.0,0.0,1.4500000000000002,0.0,0.0,0.45,563
388,2022-08-04,0.0,1.0,2.5500000000000003,0.0,0.45,0.0,563
389,2022-08-05,1.4500000000000002,0.0,1.0,1.0,1.0,0.0,563
390,2022-08-06,3.0,0.0,0.0,0.0,1.0,0.0,563
391,2022-08-07,1.0,0.0,1.4500000000000002,0.0,0.45,0.0,563
392,2022-08-01,,,,,,,566
393,2022-08-02,,,,,,,566
394,2022-08-03,,,,,,,566
395,2022-08-04,,,,,,,566
396,2022-08-05,,,,,,,566
397,2022-08-06,,,,,,,566
398,2022-08-07,,,,,,,566
399,2022-08-01,1.0,1.0,0.0,3.0,0.0,0.0,569
400,2022-08-02,0.0,0.0,0.45,0.0,1.0,1.4500000000000002,569
401,2022-08-03,0.45,0.0,0.0,2.0,1.0,0.0,569
402,2022-08-04,0.0,0.0,3.0,0.0,2.0,0.45,569
403,2022-08-05,0.0,0.0,1.0,0.0,1.0,0.0,569
404,2022-08-06,0.0,0.0,2.0,3.0,0.0,0.0,569
405,2022-08-07,1.0,1.0,1.0,1.0,0.0,0.55,569
406,2022-08-01,1.55,1.55,1.0,6.0,6.0,6.0,570
407,2022-08-02,3.0,0.55,6.0,3.0,2.0,1.4500000000000002,570
408,2022-08-03,1.55,2.0,1.4500000000000002,2.0,1.0,0.55,570
409,2022-08-04,3.0,6.0,1.0,0.45,5.0,0.55,570
410,2022-08-05,1.55,3.0,0.0,1.0,1.4500000000000002,1.0,570
411,2022-08-06,3.0,0.55,6.0,4.0,2.0,1.0,570
412,2022-08-07,1.55,2.0,1.4500000000000002,6.0,4.0,0.55,570
413,2022-08-01,2.0,2.0,0.0,2.0,2.0,2.0,571
414,2022-08-02,0.45,0.0,2.45,2.0,3.0,3.45,571
415,2022-08-03,0.0,2.0,0.0,0.0,5.0,1.55,571
416,2022-08-04,2.0,1.4500000000000002,2.5500000000000003,2.0,3.0,2.0,571
417,2022-08-05,1.0,2.0,0.0,3.0,2.0,1.4500000000000002,571
418,2022-08-06,3.0,0.0,0.0,0.0,3.5500000000000003,1.0,571
419,2022-08-07,2.0,0.0,0.0,2.0,1.55,2.0,571
420,2022-08-01,0.0,0.0,1.0,0.0,0.0,0.0,573
421,2022-08-02,0.0,0.0,0.55,0.0,0.0,1.0,573
422,2022-08-03,0.0,1.0,1.0,0.0,0.0,0.0,573
423,2022-08-04,0.0,0.0,1.0,0.0,0.0,0.55,573
424,2022-08-05,0.0,1.0,1.0,0.55,0.0,1.0,573
425,2022-08-06,1.0,0.0,0.0,1.0,0.0,0.0,573
426,2022-08-07,0.0,1.0,3.0,0.0,0.0,1.0,573
427,2022-08-01,0.0,0.0,0.0,2.0,2.0,2.0,574
428,2022-08-02,0.55,0.0,0.0,3.0,0.0,0.0,574
429,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,574
430,2022-08-04,0.0,0.0,0.0,1.0,0.0,0.0,574
431,2022-08-05,0.0,0.0,1.0,2.0,0.0,0.0,574
432,2022-08-06,0.0,0.0,0.0,2.0,0.0,0.0,574
433,2022-08-07,0.0,0.0,2.0,2.0,2.0,0.0,574
0,2022-08-01,1.0,1.0,0.0,1.4500000000000002,4.0,0.45,150
1,2022-08-02,2.0,2.0,1.0,2.0,1.0,1.0,150
2,2022-08-03,1.0,5.0,2.0,2.0,0.0,2.0,150
3,2022-08-04,0.0,0.0,5.0,0.0,2.0,1.0,150
4,2022-08-05,1.0,0.0,0.0,0.0,1.0,0.0,150
5,2022-08-06,2.0,0.0,0.0,0.45,0.0,1.0,150
6,2022-08-07,1.0,0.0,0.0,0.0,0.55,1.0,150
0,2022-08-01,0.0,0.0,0.0,2.0,1.0,1.0,225
1,2022-08-02,1.0,0.0,1.55,1.0,1.0,1.0,225
2,2022-08-03,0.0,1.0,0.45,0.0,1.0,0.45,225
3,2022-08-04,0.0,0.0,2.0,1.0,0.0,0.45,225
4,2022-08-05,0.0,0.0,0.55,1.0,1.0,0.0,225
5,2022-08-06,2.0,1.55,1.0,1.0,1.0,1.0,225
6,2022-08-07,0.0,0.55,0.0,1.0,1.0,1.0,225
0,2022-08-01,0.45,0.0,0.0,1.0,1.0,0.0,7
1,2022-08-02,1.0,0.0,0.0,0.45,3.0,1.0,7
2,2022-08-03,3.0,0.0,0.0,0.0,0.0,0.0,7
3,2022-08-04,2.0,0.0,1.0,0.45,1.0,0.45,7
4,2022-08-05,1.0,0.0,5.0,1.4500000000000002,1.0,0.0,7
5,2022-08-06,0.0,0.0,0.0,1.0,1.0,1.0,7
6,2022-08-07,0.0,0.0,1.0,1.0,1.0,0.55,7
